,sd
38995,{'ASILOMARCONFERENCEGROUNDS|YEAROFCONSTRUCTION|1913'}
38996,{'ASILOMARCONFERENCEGROUNDS|YEAROFCONSTRUCTION|1913'}
38997,{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY'}
38998,{'ASSERLEVYPUBLICBATHS|LOCATION|NEWYORKCITY'}
38999,"{'BUFFALO,NEWYORK|ISPARTOF|ERIECOUNTY,NEWYORK'}"
39000,"{'BUFFALO,NEWYORK|ISPARTOF|ERIECOUNTY,NEWYORK'}"
39001,"{'BUFFALO,NEWYORK|LEADERNAME|BYRONBROWN'}"
39002,"{'BUFFALO,NEWYORK|LEADERNAME|BYRONBROWN'}"
39003,"{'BUFFALO,NEWYORK|LEADERNAME|BYRONBROWN'}"
39004,{'COUNTYLIMERICK|ISPARTOF|MUNSTER'}
39005,{'COUNTYLIMERICK|ISPARTOF|MUNSTER'}
39006,{'COUNTYLIMERICK|ISPARTOF|MUNSTER'}
39007,{'DUBLIN|LEADERNAME|CRIONANIDHALAIGH'}
39008,{'ETHIOPIA|LEADERNAME|MULATUTESHOME'}
39009,{'ETHIOPIA|LEADERNAME|MULATUTESHOME'}
39010,{'INDIA|DEMONYM|INDIANPEOPLE'}
39011,{'INDIA|DEMONYM|INDIANPEOPLE'}
39012,{'JULIAMORGAN|SIGNIFICANTBUILDING|LOSANGELESHERALD-EXAMINER'}
39013,"{'LIVENATIONENTERTAINMENT|LOCATION|BEVERLYHILLS,CALIFORNIA'}"
39014,"{'LIVENATIONENTERTAINMENT|LOCATION|BEVERLYHILLS,CALIFORNIA'}"
39015,{'MANHATTAN|ISPARTOF|NEWYORK'}
39016,{'MANHATTAN|ISPARTOF|NEWYORK'}
39017,{'NEWYORKCITY|ISPARTOF|NEWNETHERLAND'}
39018,{'NEWYORKCITY|ISPARTOF|NEWNETHERLAND'}
39019,{'NEWYORKCITY|ISPARTOF|NEWNETHERLAND'}
39020,"{'PACIFICGROVE,CALIFORNIA|ISPARTOF|CALIFORNIA'}"
39021,"{'PACIFICGROVE,CALIFORNIA|ISPARTOF|CALIFORNIA'}"
39022,{'SOUTHAFRICA|ETHNICGROUP|WHITESOUTHAFRICAN'}
39023,{'SOUTHAFRICA|ETHNICGROUP|WHITESOUTHAFRICAN'}
39024,{'UNITEDKINGDOM|LEADERNAME|ELIZABETHII'}
39025,{'UNITEDKINGDOM|LEADERNAME|ELIZABETHII'}
39026,{'UNITEDKINGDOM|LEADERNAME|ELIZABETHII'}
39027,{'(19255)1994VK8|DENSITY|2.0(GRAMPERCUBICCENTIMETRES)'}
39028,{'(19255)1994VK8|DENSITY|2.0(GRAMPERCUBICCENTIMETRES)'}
39029,{'(410777)2009FD|ABSOLUTEMAGNITUDE|22.1'}
39030,{'(410777)2009FD|ABSOLUTEMAGNITUDE|22.1'}
39031,{'(66063)1998RO1|APOAPSIS|254989570.60815(KILOMETRES)'}
39032,{'(66063)1998RO1|APOAPSIS|254989570.60815(KILOMETRES)'}
39033,{'1000PIAZZIA|ESCAPEVELOCITY|0.0252(KILOMETREPERSECONDS)'}
39034,{'1000PIAZZIA|ESCAPEVELOCITY|0.0252(KILOMETREPERSECONDS)'}
39035,{'1000PIAZZIA|ESCAPEVELOCITY|0.0252(KILOMETREPERSECONDS)'}
39036,{'1001GAUSSIA|FORMERNAME|1923OAA907XC'}
39037,{'1001GAUSSIA|FORMERNAME|1923OAA907XC'}
39038,{'1001GAUSSIA|FORMERNAME|1923OAA907XC'}
39039,{'1001GAUSSIA|MAXIMUMTEMPERATURE|165.0(KELVINS)'}
39040,{'1001GAUSSIA|MAXIMUMTEMPERATURE|165.0(KELVINS)'}
39041,{'101HELENA|APOAPSIS|441092000.0(KILOMETRES)'}
39042,{'101HELENA|APOAPSIS|441092000.0(KILOMETRES)'}
39043,{'101HELENA|APOAPSIS|441092000.0(KILOMETRES)'}
39044,{'101HELENA|EPOCH|2006-12-31'}
39045,{'101HELENA|EPOCH|2006-12-31'}
39046,{'103HERA|ABSOLUTEMAGNITUDE|7.66'}
39047,{'103HERA|ABSOLUTEMAGNITUDE|7.66'}
39048,{'103HERA|ABSOLUTEMAGNITUDE|7.66'}
39049,{'103HERA|MASS|7.9(KILOGRAMS)'}
39050,{'103HERA|MASS|7.9(KILOGRAMS)'}
39051,{'107CAMILLA|ABSOLUTEMAGNITUDE|7.08'}
39052,{'107CAMILLA|ABSOLUTEMAGNITUDE|7.08'}
39053,{'107CAMILLA|ABSOLUTEMAGNITUDE|7.08'}
39054,{'107CAMILLA|DISCOVERER|A.STORRS'}
39055,{'107CAMILLA|DISCOVERER|A.STORRS'}
39056,{'107CAMILLA|DISCOVERER|A.STORRS'}
39057,{'1089TAMA|FORMERNAME|A894VAA904VD'}
39058,{'1089TAMA|FORMERNAME|A894VAA904VD'}
39059,{'1089TAMA|FORMERNAME|A894VAA904VD'}
39060,{'1089TAMA|ORBITALPERIOD|1202.846(DAYS)'}
39061,{'1097VICIA|AVERAGESPEED|17.92(KILOMETREPERSECONDS)'}
39062,{'1097VICIA|AVERAGESPEED|17.92(KILOMETREPERSECONDS)'}
39063,{'1097VICIA|EPOCH|2006-12-31'}
39064,{'1097VICIA|EPOCH|2006-12-31'}
39065,{'109FELICITAS|DISCOVERER|CHRISTIANHEINRICHFRIEDRICHPETERS'}
39066,{'109FELICITAS|DISCOVERER|CHRISTIANHEINRICHFRIEDRICHPETERS'}
39067,{'109FELICITAS|DISCOVERER|CHRISTIANHEINRICHFRIEDRICHPETERS'}
39068,{'10HYGIEA|AVERAGESPEED|16.76(KILOMETREPERSECONDS)'}
39069,{'10HYGIEA|AVERAGESPEED|16.76(KILOMETREPERSECONDS)'}
39070,{'10HYGIEA|AVERAGESPEED|16.76(KILOMETREPERSECONDS)'}
39071,{'11264CLAUDIOMACCONE|TEMPERATURE|173.0(KELVINS)'}
39072,{'11264CLAUDIOMACCONE|TEMPERATURE|173.0(KELVINS)'}
39073,{'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN'}
39074,{'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN'}
39075,{'JAMESCRAIGWATSON|ALMAMATER|UNIVERSITYOFMICHIGAN'}
39076,{'N.R.POGSON|BIRTHPLACE|NOTTINGHAM'}
39077,{'N.R.POGSON|BIRTHPLACE|NOTTINGHAM'}
39078,"{'ALBANY,GEORGIA|AREACODE|229'}"
39079,"{'ALBANY,GEORGIA|AREACODE|229'}"
39080,"{'ALBANY,GEORGIA|AREACODE|229'}"
39081,"{'ALBANY,OREGON|ISPARTOF|UNITEDSTATES'}"
39082,"{'ALBANY,OREGON|ISPARTOF|UNITEDSTATES'}"
39083,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|MAYOR'}"
39084,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|MAYOR'}"
39085,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|MAYOR'}"
39086,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|NEWMEXICOHOUSEOFREPRESENTATIVES'}"
39087,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|NEWMEXICOHOUSEOFREPRESENTATIVES'}"
39088,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|NEWMEXICOSENATE'}"
39089,"{'ALBUQUERQUE,NEWMEXICO|LEADERTITLE|NEWMEXICOSENATE'}"
39090,"{'AMARILLO,TEXAS|AREATOTAL|233.9(SQUAREKILOMETRES)'}"
39091,"{'AMARILLO,TEXAS|AREATOTAL|233.9(SQUAREKILOMETRES)'}"
39092,"{'AMARILLO,TEXAS|AREATOTAL|233.9(SQUAREKILOMETRES)'}"
39093,"{'AMARILLO,TEXAS|ISPARTOF|RANDALLCOUNTY,TEXAS'}"
39094,"{'AMARILLO,TEXAS|ISPARTOF|RANDALLCOUNTY,TEXAS'}"
39095,"{'AMARILLO,TEXAS|ISPARTOF|RANDALLCOUNTY,TEXAS'}"
39096,"{'ANDERSON,INDIANA|ISPARTOF|RICHLANDTOWNSHIP,MADISONCOUNTY,INDIANA'}"
39097,"{'ANDERSON,INDIANA|ISPARTOF|RICHLANDTOWNSHIP,MADISONCOUNTY,INDIANA'}"
39098,"{'ANGOLA,INDIANA|ELEVATIONABOVETHESEALEVEL|324.0'}"
39099,"{'ANGOLA,INDIANA|ELEVATIONABOVETHESEALEVEL|324.0'}"
39100,"{'ANTIOCH,CALIFORNIA|AREACODE|925'}"
39101,"{'ANTIOCH,CALIFORNIA|AREACODE|925'}"
39102,"{'ANTIOCH,CALIFORNIA|AREACODE|925'}"
39103,"{'ANTIOCH,CALIFORNIA|ISPARTOF|CONTRACOSTACOUNTY,CALIFORNIA'}"
39104,"{'ANTIOCH,CALIFORNIA|ISPARTOF|CONTRACOSTACOUNTY,CALIFORNIA'}"
39105,"{'ANTIOCH,CALIFORNIA|ISPARTOF|CONTRACOSTACOUNTY,CALIFORNIA'}"
39106,"{'ARLINGTON,TEXAS|POPULATIONDENSITY|1472.0(INHABITANTSPERSQUAREKILOMETRE)'}"
39107,"{'ARLINGTON,TEXAS|POPULATIONDENSITY|1472.0(INHABITANTSPERSQUAREKILOMETRE)'}"
39108,"{'ARLINGTON,TEXAS|POPULATIONDENSITY|1472.0(INHABITANTSPERSQUAREKILOMETRE)'}"
39109,{'ATLANTA|LEADER|KASIMREED'}
39110,{'ATLANTA|LEADER|KASIMREED'}
39111,"{'ATLANTICCITY,NEWJERSEY|AREATOTAL|44.125(SQUAREKILOMETRES)'}"
39112,"{'ATLANTICCITY,NEWJERSEY|AREATOTAL|44.125(SQUAREKILOMETRES)'}"
39113,"{'ATLANTICCITY,NEWJERSEY|AREATOTAL|44.125(SQUAREKILOMETRES)'}"
39114,"{'ATLANTICCITY,NEWJERSEY|ISPARTOF|NEWJERSEY'}"
39115,"{'ATLANTICCITY,NEWJERSEY|ISPARTOF|NEWJERSEY'}"
39116,"{'ATTICA,INDIANA|ELEVATIONABOVETHESEALEVEL|166.0'}"
39117,"{'ATTICA,INDIANA|ELEVATIONABOVETHESEALEVEL|166.0'}"
39118,"{'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA'}"
39119,"{'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA'}"
39120,"{'AUBURN,ALABAMA|ISPARTOF|LEECOUNTY,ALABAMA'}"
39121,"{'AUBURN,WASHINGTON|AREATOTAL|77.41(SQUAREKILOMETRES)'}"
39122,"{'AUBURN,WASHINGTON|AREATOTAL|77.41(SQUAREKILOMETRES)'}"
39123,"{'AUBURN,WASHINGTON|AREATOTAL|77.41(SQUAREKILOMETRES)'}"
39124,"{'AUSTIN,TEXAS|ISPARTOF|TEXAS'}"
39125,"{'AUSTIN,TEXAS|ISPARTOF|TEXAS'}"
39126,"{'AUSTIN,TEXAS|ISPARTOF|TEXAS'}"
39127,{'CALIFORNIA|LANGUAGE|SPANISHLANGUAGE'}
39128,{'CALIFORNIA|LANGUAGE|SPANISHLANGUAGE'}
39129,"{'DEKALBCOUNTY,GEORGIA|LARGESTCITY|DUNWOODY,GEORGIA'}"
39130,"{'FULTONCOUNTY,GEORGIA|COUNTRY|UNITEDSTATES'}"
39131,"{'FULTONCOUNTY,GEORGIA|COUNTRY|UNITEDSTATES'}"
39132,"{'MADISONCOUNTY,INDIANA|COUNTYSEAT|ANDERSON,INDIANA'}"
39133,"{'MADISONCOUNTY,INDIANA|COUNTYSEAT|ANDERSON,INDIANA'}"
39134,{'MICHIGAN|COUNTRY|UNITEDSTATES'}
39135,{'MICHIGAN|COUNTRY|UNITEDSTATES'}
39136,{'MICHIGAN|COUNTRY|UNITEDSTATES'}
39137,{'MICHIGAN|LARGESTCITY|DETROIT'}
39138,"{'ORANGECOUNTY,CALIFORNIA|COUNTRY|UNITEDSTATES'}"
39139,"{'ORANGECOUNTY,CALIFORNIA|COUNTRY|UNITEDSTATES'}"
39140,"{'OREGON|LARGESTCITY|PORTLAND,OREGON'}"
39141,"{'OREGON|LARGESTCITY|PORTLAND,OREGON'}"
39142,"{'TARRANTCOUNTY,TEXAS|LARGESTCITY|FORTWORTH,TEXAS'}"
39143,"{'TARRANTCOUNTY,TEXAS|LARGESTCITY|FORTWORTH,TEXAS'}"
39144,{'UNITEDSTATES|LEADER|BARACKOBAMA'}
39145,{'UNITEDSTATES|LEADER|BARACKOBAMA'}
39146,{'UNITEDSTATES|LEADER|BARACKOBAMA'}
39147,{'UNITEDSTATESHOUSEOFREPRESENTATIVES|LOCATION|UNITEDSTATESCAPITOL'}
39148,{'UNITEDSTATESHOUSEOFREPRESENTATIVES|LOCATION|UNITEDSTATESCAPITOL'}
39149,{'UNITEDSTATESHOUSEOFREPRESENTATIVES|LOCATION|UNITEDSTATESCAPITOL'}
39150,{'APRILONEIL|CREATOR|KEVINEASTMAN'}
39151,{'APRILONEIL|CREATOR|KEVINEASTMAN'}
39152,{'BANANAMAN|BROADCASTEDBY|BBC'}
39153,{'BANANAMAN|BROADCASTEDBY|BBC'}
39154,{'BANANAMAN|BROADCASTEDBY|BBC'}
39155,{'BENURICH|FULLNAME|BENJAMINURICH'}
39156,{'BENURICH|FULLNAME|BENJAMINURICH'}
39157,{'BIBBOBIBBOWSKI|CREATOR|JERRYORDWAY'}
39158,{'BIBBOBIBBOWSKI|CREATOR|JERRYORDWAY'}
39159,{'BIBBOBIBBOWSKI|CREATOR|JERRYORDWAY'}
39160,{'BIBBOBIBBOWSKI|FULLNAME|BOBIBBOWSKI'}
39161,{'BIBBOBIBBOWSKI|FULLNAME|BOBIBBOWSKI'}
39162,{'BILLODDIE|BIRTHPLACE|LANCASHIRE'}
39163,{'BLACKPIRATE|ALTERNATIVENAME|JONVALOR'}
39164,{'BLACKPIRATE|ALTERNATIVENAME|JONVALOR'}
39165,{'BLACKPIRATE|ALTERNATIVENAME|JONVALOR'}
39166,{'JOHNBUSCEMA|AWARD|EISNERAWARD'}
39167,{'KARLKESEL|NATIONALITY|AMERICANS'}
39168,{'KARLKESEL|NATIONALITY|AMERICANS'}
39169,{'MARVWOLFMAN|AWARD|KIRBYAWARD'}
39170,{'MARVWOLFMAN|AWARD|KIRBYAWARD'}
39171,{'PETERLAIRD|NATIONALITY|UNITEDSTATES'}
39172,{'PETERLAIRD|NATIONALITY|UNITEDSTATES'}
39173,"{'SCOTTADSIT|BIRTHPLACE|NORTHBROOK,ILLINOIS'}"
39174,"{'SCOTTADSIT|BIRTHPLACE|NORTHBROOK,ILLINOIS'}"
39175,{'AMATRICIANASAUCE|INGREDIENT|PECORINOROMANO'}
39176,{'AMATRICIANASAUCE|INGREDIENT|PECORINOROMANO'}
39177,{'AMATRICIANASAUCE|INGREDIENT|PECORINOROMANO'}
39178,{'ARRABBIATASAUCE|INGREDIENT|CHILIPEPPER'}
39179,{'ARRABBIATASAUCE|INGREDIENT|CHILIPEPPER'}
39180,{'ARROSNEGRE|INGREDIENT|WHITERICE'}
39181,{'ARROSNEGRE|INGREDIENT|WHITERICE'}
39182,{'ARROSNEGRE|REGION|CATALONIA'}
39183,{'ARROSNEGRE|REGION|CATALONIA'}
39184,{'ARROSNEGRE|REGION|VALENCIANCOMMUNITY'}
39185,{'AYAMPENYET|REGION|SINGAPORE'}
39186,{'AYAMPENYET|REGION|SINGAPORE'}
39187,{'AYAMPENYET|REGION|SINGAPORE'}
39188,{'BLT|INGREDIENT|TOMATO'}
39189,{'BLT|INGREDIENT|TOMATO'}
39190,{'BAKEDALASKA|REGION|HONGKONG'}
39191,{'BAKEDALASKA|REGION|HONGKONG'}
39192,{'BAKEWELLPUDDING|SERVED|WARMORCOLD'}
39193,{'BAKEWELLPUDDING|SERVED|WARMORCOLD'}
39194,{'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE'}
39195,{'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE'}
39196,{'BANDEJAPAISA|COUNTRY|COLOMBIANCUISINE'}
39197,{'BANDEJAPAISA|INGREDIENT|CHICHARRON'}
39198,{'BANDEJAPAISA|INGREDIENT|CHICHARRON'}
39199,{'BANDEJAPAISA|REGION|PAISAREGION'}
39200,{'BANDEJAPAISA|REGION|PAISAREGION'}
39201,{'BANDEJAPAISA|REGION|PAISAREGION'}
39202,{'BARNYCAKES|SERVINGSIZE|30.0G'}
39203,{'BARNYCAKES|SERVINGSIZE|30.0G'}
39204,{'BARNYCAKES|SERVINGSIZE|30.0G'}
39205,{'BATAGOR|DISHVARIATION|SHUMAI'}
39206,{'BATAGOR|DISHVARIATION|SHUMAI'}
39207,{'BATAGOR|DISHVARIATION|SHUMAI'}
39208,{'BATAGOR|MAININGREDIENTS|FRIEDFISHDUMPLINGWITHTOFUANDVEGETABLESINPEANUTSAUCE'}
39209,{'BATAGOR|MAININGREDIENTS|FRIEDFISHDUMPLINGWITHTOFUANDVEGETABLESINPEANUTSAUCE'}
39210,{'BATAGOR|MAININGREDIENTS|FRIEDFISHDUMPLINGWITHTOFUANDVEGETABLESINPEANUTSAUCE'}
39211,{'BATCHOY|INGREDIENT|SHRIMP'}
39212,{'BATCHOY|INGREDIENT|SHRIMP'}
39213,{'BEEFKWAYTEOW|REGION|INDONESIA'}
39214,{'BEEFKWAYTEOW|REGION|INDONESIA'}
39215,{'BEEFKWAYTEOW|REGION|INDONESIA'}
39216,"{'BHAJJI|ALTERNATIVENAME|BHAJI,BAJJI'}"
39217,"{'BHAJJI|ALTERNATIVENAME|BHAJI,BAJJI'}"
39218,{'BINIGNIT|INGREDIENT|TARO'}
39219,{'BINIGNIT|INGREDIENT|TARO'}
39220,{'BINIGNIT|INGREDIENT|TARO'}
39221,{'BIONICO|DISHVARIATION|COTTAGECHEESE'}
39222,{'BIONICO|REGION|JALISCO'}
39223,{'BIONICO|REGION|JALISCO'}
39224,{'CHICKEN|CLASS|BIRD'}
39225,{'CHICKEN|CLASS|BIRD'}
39226,{'INDIA|CURRENCY|INDIANRUPEE'}
39227,{'INDIA|CURRENCY|INDIANRUPEE'}
39228,{'INDIA|CURRENCY|INDIANRUPEE'}
39229,{'INDIA|LEADERNAME|SUMITRAMAHAJAN'}
39230,{'INDIA|LEADERNAME|SUMITRAMAHAJAN'}
39231,{'INDONESIA|LANGUAGE|INDONESIANLANGUAGE'}
39232,{'INDONESIA|LANGUAGE|INDONESIANLANGUAGE'}
39233,{'JALISCO|LEADERNAME|ARISTOTELESSANDOVAL'}
39234,{'JALISCO|LEADERNAME|ARISTOTELESSANDOVAL'}
39235,{'JALISCO|LEADERNAME|ARISTOTELESSANDOVAL'}
39236,{'JAVA|ETHNICGROUP|BANYUMASANPEOPLE'}
39237,{'JAVA|ETHNICGROUP|BANYUMASANPEOPLE'}
39238,{'JAVA|ETHNICGROUP|BANYUMASANPEOPLE'}
39239,{'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY'}
39240,{'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY'}
39241,{'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY'}
39242,{'MEXICO|LEADERNAME|SILVANOAUREOLESCONEJO'}
39243,{'MEXICO|LEADERNAME|SILVANOAUREOLESCONEJO'}
39244,{'MEXICO|LEADERNAME|SILVANOAUREOLESCONEJO'}
39245,{'NEWYORK|LANGUAGE|SPANISHLANGUAGE'}
39246,{'NEWYORK|LANGUAGE|SPANISHLANGUAGE'}
39247,{'SHUMAI|COUNTRY|CHINA'}
39248,{'SHUMAI|COUNTRY|CHINA'}
39249,{'SIOMAY|INGREDIENT|PEANUTSAUCE'}
39250,{'SIOMAY|INGREDIENT|PEANUTSAUCE'}
39251,{'SUMATRA|ETHNICGROUP|MALAYS(ETHNICGROUP)'}
39252,{'SUMATRA|ETHNICGROUP|MALAYS(ETHNICGROUP)'}
39253,{'UNITEDKINGDOM|LEADERNAME|DAVIDCAMERON'}
39254,{'UNITEDKINGDOM|LEADERNAME|DAVIDCAMERON'}
39255,{'UNITEDKINGDOM|LEADERNAME|DAVIDCAMERON'}
39256,{'A-ROSALUNA|CHRISTENINGDATE|2005-04-07'}
39257,{'A-ROSALUNA|CHRISTENINGDATE|2005-04-07'}
39258,{'A-ROSALUNA|CHRISTENINGDATE|2005-04-07'}
39259,{'AIDALUNA|OPERATOR|AIDACRUISES'}
39260,{'AIDALUNA|OPERATOR|AIDACRUISES'}
39261,{'AIDALUNA|OPERATOR|AIDACRUISES'}
39262,{'AIDASTELLA|COMPLETIONDATE|2013-03-11'}
39263,{'AIDASTELLA|COMPLETIONDATE|2013-03-11'}
39264,{'AIDASTELLA|COMPLETIONDATE|2013-03-11'}
39265,{'AIDASTELLA|MAIDENVOYAGE|2013-03-17'}
39266,{'AIDASTELLA|MAIDENVOYAGE|2013-03-17'}
39267,{'AIDASTELLA|MAIDENVOYAGE|2013-03-17'}
39268,{'AIDASTELLA|MAIDENVOYAGE|2013-03-17'}
39269,{'AIDASTELLA|MAIDENVOYAGE|2013-03-17'}
39270,{'AIDASTELLA|OPERATOR|AIDACRUISES'}
39271,{'AIDASTELLA|OPERATOR|AIDACRUISES'}
39272,{'AIDASTELLA|OPERATOR|AIDACRUISES'}
39273,{'ALVX-1|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORT'}
39274,{'ALVX-1|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORT'}
39275,{'AMCMATADOR|ALTERNATIVENAME|AMERICANMOTORSMATADOR'}
39276,{'AMCMATADOR|ALTERNATIVENAME|AMERICANMOTORSMATADOR'}
39277,{'AMCMATADOR|ALTERNATIVENAME|AMERICANMOTORSMATADOR'}
39278,{'ARAVEINTICINCODEMAYO(V-2)|STATUS|SOLDTOTHENETHERLANDS1APRIL1948'}
39279,{'ARAVEINTICINCODEMAYO(V-2)|STATUS|SOLDTOTHENETHERLANDS1APRIL1948'}
39280,{'ARAVEINTICINCODEMAYO(V-2)|STATUS|SOLDTOTHENETHERLANDS1APRIL1948'}
39281,{'ABARTH1000GTCOUPE|ENGINE|STRAIGHT-FOURENGINE'}
39282,{'ABARTH1000GTCOUPE|ENGINE|STRAIGHT-FOURENGINE'}
39283,{'ABARTH1000GTCOUPE|ENGINE|STRAIGHT-FOURENGINE'}
39284,{'ACURATLX|LAYOUT|AWD(VEHICLE)'}
39285,{'ACURATLX|RELATEDMEANOFTRANSPORTATION|HONDAACCORD'}
39286,{'ALFAROMEO164|ASSEMBLY|ARESE'}
39287,{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|LANCIATHEMA'}
39288,{'ALFAROMEO164|RELATEDMEANOFTRANSPORTATION|LANCIATHEMA'}
39289,{'ALFAROMEO164|TRANSMISSION|4-SPEEDAUTOMATIC(ZF4HP18QE)'}
39290,{'ALHAMBRA|BUILDER|SAMUDABROTHERS'}
39291,{'ALHAMBRA|BUILDER|SAMUDABROTHERS'}
39292,{'ALHAMBRA|STATUS|WRECKED'}
39293,{'ALVISSPEED25|ENGINE|STRAIGHT-SIXENGINE'}
39294,{'ALVISSPEED25|MODELSTARTYEAR|1937'}
39295,{'ALVISSPEED25|MODELSTARTYEAR|1937'}
39296,{'AMERICANSUBMARINENR-1|SHIPDRAFT|4.6M'}
39297,{'AMERICANSUBMARINENR-1|SHIPDRAFT|4.6M'}
39298,{'AMERICANSUBMARINENR-1|SHIPDRAFT|4.6M'}
39299,{'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}
39300,{'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}
39301,{'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0'}
39302,{'ARGENTINA|LEADERNAME|GABRIELAMICHETTI'}
39303,{'ARIANE5|LAUNCHSITE|GUIANASPACECENTRE'}
39304,{'ARIANE5|LAUNCHSITE|GUIANASPACECENTRE'}
39305,{'ARIANE5|LAUNCHSITE|GUIANASPACECENTRE'}
39306,{'ASTONMARTINV8|BODYSTYLE|CONVERTIBLE'}
39307,{'ASTONMARTINV8|MANUFACTURER|ASTONMARTIN'}
39308,{'ASTONMARTINV8|MANUFACTURER|ASTONMARTIN'}
39309,{'ASTONMARTINV8|MANUFACTURER|ASTONMARTIN'}
39310,{'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN'}
39311,{'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN'}
39312,{'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN'}
39313,{'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE'}
39314,{'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE'}
39315,{'AUDI|FOUNDEDBY|AUGUSTHORCH'}
39316,{'AUDI|FOUNDEDBY|AUGUSTHORCH'}
39317,{'AUDI|FOUNDEDBY|AUGUSTHORCH'}
39318,{'AUDIA1|RELATEDMEANOFTRANSPORTATION|SEATIBIZA'}
39319,{'AUDIA1|RELATEDMEANOFTRANSPORTATION|SEATIBIZA'}
39320,{'COSTACROCIERE|LOCATION|GENOA'}
39321,{'COSTACROCIERE|LOCATION|GENOA'}
39322,{'DESOTOCUSTOM|RELATEDMEANOFTRANSPORTATION|CHRYSLERNEWPORT'}
39323,{'DESOTOCUSTOM|RELATEDMEANOFTRANSPORTATION|CHRYSLERNEWPORT'}
39324,{'DESOTOCUSTOM|RELATEDMEANOFTRANSPORTATION|CHRYSLERNEWPORT'}
39325,{'FIATCROMA|RELATEDMEANOFTRANSPORTATION|ALFAROMEO164'}
39326,{'GERMANY|DEMONYM|GERMANS'}
39327,{'GERMANY|DEMONYM|GERMANS'}
39328,{'GERMANY|LEADERNAME|NORBERTLAMMERT'}
39329,{'GERMANY|LEADERNAME|NORBERTLAMMERT'}
39330,{'GERMANY|LEADERNAME|NORBERTLAMMERT'}
39331,{'GRUPPOBERTONE|FOUNDEDBY|GIOVANNIBERTONE'}
39332,{'HONDAKENGINE|MANUFACTURER|HONDA'}
39333,{'HONDAKENGINE|MANUFACTURER|HONDA'}
39334,{'HONDAKENGINE|MANUFACTURER|HONDA'}
39335,{'UNITEDSTATES|ANTHEM|THESTAR-SPANGLEDBANNER'}
39336,{'UNITEDSTATES|ANTHEM|THESTAR-SPANGLEDBANNER'}
39337,{'UNITEDSTATES|ANTHEM|THESTAR-SPANGLEDBANNER'}
39338,{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}
39339,{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}
39340,{'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}
39341,{'11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000'}
39342,{'11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000'}
39343,{'11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000'}
39344,{'11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000'}
39345,{'11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000'}
39346,{'11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000'}
39347,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND'}"
39348,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND'}"
39349,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND'}"
39350,{'AZERBAIJAN|LEADER|ARTURRASIZADE'}
39351,{'AZERBAIJAN|LEADER|ARTURRASIZADE'}
